Country;NUTS_Code;Air_Pollutant;Outcome;Affected_Population;Populated_Area[km2];Air_Pollution_Average[ug/m3];Value;;;;;;;;
Albania;AL033;NO2;Diabetes Mellitus;50312,00;672,90;4,50;1,00;;;;;;;;
Belgium;BE345;PM2.5;Lung cancer;39900,00;371,90;6,30;0,00;;;;;;;;
Belgium;BE342;PM2.5;Stroke;35129,00;598,80;5,60;0,00;;;;;;;;
Albania;AL034;NO2;Diabetes Mellitus;154787,00;766,40;5,80;53,00;;;;;;;;
Albania;AL035;PM2.5;Diabetes Mellitus;117449,00;741,10;10,70;270,00;;;;;;;;
Albania;AL;PM2.5;Ischemic heart disease;1950993,00;11299,00;11,30;457,00;;;;;;;;
Albania;AL0;PM2.5;Ischemic heart disease;1950993,00;11299,00;11,30;457,00;;;;;;;;
Albania;AL01;PM2.5;Ischemic heart disease;577075,00;4573,00;10,90;116,00;;;;;;;;
Albania;AL02;PM2.5;Ischemic heart disease;734355,00;2684,50;12,10;204,00;;;;;;;;
Albania;AL03;PM2.5;Ischemic heart disease;639563,00;4041,50;11,30;136,00;;;;;;;;
Albania;AL014;PM2.5;Ischemic heart disease;92026,00;844,20;11,40;17,00;;;;;;;;
Albania;AL011;PM2.5;Ischemic heart disease;95941,00;1014,30;10,00;16,00;;;;;;;;
Albania;AL013;PM2.5;Ischemic heart disease;59697,00;794,20;10,10;9,00;;;;;;;;
Albania;AL032;PM2.5;Ischemic heart disease;217475,00;1121,00;13,80;51,00;;;;;;;;
Albania;AL031;PM2.5;Ischemic heart disease;99538,00;740,10;11,20;21,00;;;;;;;;
Albania;AL021;PM2.5;Ischemic heart disease;207743,00;1690,50;11,00;44,00;;;;;;;;
Albania;AL022;PM2.5;Ischemic heart disease;526612,00;994,00;13,80;159,00;;;;;;;;
Albania;AL015;PM2.5;Ischemic heart disease;150994,00;1354,00;10,30;27,00;;;;;;;;
Albania;AL012;PM2.5;Ischemic heart disease;178414,00;566,30;14,30;45,00;;;;;;;;
Albania;AL035;PM2.5;Ischemic heart disease;117449,00;741,10;10,70;22,00;;;;;;;;
Albania;AL033;PM2.5;Ischemic heart disease;50312,00;672,90;9,60;8,00;;;;;;;;
Albania;AL034;PM2.5;Ischemic heart disease;154787,00;766,40;9,80;32,00;;;;;;;;
Belgium;BE343;PM2.5;Stroke;42556,00;557,30;6,00;0,00;;;;;;;;
Albania;AL;PM2.5;Ischemic heart disease;1950993,00;11299,00;11,30;6533,00;;;;;;;;
Belgium;BE344;PM2.5;Stroke;45918,00;600,70;5,70;0,00;;;;;;;;
Albania;AL0;PM2.5;Ischemic heart disease;1950993,00;11299,00;11,30;6533,00;;;;;;;;
Albania;AL02;PM2.5;Ischemic heart disease;734355,00;2684,50;12,10;2896,00;;;;;;;;
Estonia;EE009;PM2.5;Chronic obstructive pulmonary disease;97721,00;4215,20;4,70;0,00;;;;;;;;
Albania;AL01;PM2.5;Ischemic heart disease;577075,00;4573,00;10,90;1677,00;;;;;;;;
Albania;AL03;PM2.5;Ischemic heart disease;639563,00;4041,50;11,30;1960,00;;;;;;;;
Estonia;EE00A;PM2.5;Chronic obstructive pulmonary disease;110842,00;829,90;4,40;0,00;;;;;;;;
Estonia;EE004;PM2.5;Chronic obstructive pulmonary disease;110923,00;4163,50;4,30;0,00;;;;;;;;
Estonia;EE008;PM2.5;Chronic obstructive pulmonary disease;246581,00;8876,30;4,70;0,00;;;;;;;;
Estonia;EE009;PM2.5;Diabetes Mellitus;97721,00;4215,20;4,70;0,00;;;;;;;;
Estonia;EE004;PM2.5;Diabetes Mellitus;110923,00;4163,50;4,30;0,00;;;;;;;;
Estonia;EE004;PM2.5;Lung cancer;110923,00;4163,50;4,30;0,00;;;;;;;;
Estonia;EE00A;PM2.5;Lung cancer;110842,00;829,90;4,40;0,00;;;;;;;;
Estonia;EE009;PM2.5;Lung cancer;97721,00;4215,20;4,70;0,00;;;;;;;;
Albania;AL022;PM2.5;Ischemic heart disease;526612,00;994,00;13,80;2254,00;;;;;;;;
Estonia;EE009;PM2.5;Stroke;97721,00;4215,20;4,70;0,00;;;;;;;;
Albania;AL015;PM2.5;Ischemic heart disease;150994,00;1354,00;10,30;402,00;;;;;;;;
Albania;AL011;PM2.5;Ischemic heart disease;95941,00;1014,30;10,00;232,00;;;;;;;;
Albania;AL013;PM2.5;Ischemic heart disease;59697,00;794,20;10,10;139,00;;;;;;;;
Albania;AL014;PM2.5;Ischemic heart disease;92026,00;844,20;11,40;255,00;;;;;;;;
Albania;AL012;PM2.5;Ischemic heart disease;178414,00;566,30;14,30;647,00;;;;;;;;
Finland;FI2;PM2.5;Chronic obstructive pulmonary disease;18510,00;766,20;3,00;0,00;;;;;;;;
Finland;FI19;PM2.5;Chronic obstructive pulmonary disease;1049558,00;28567,20;3,10;0,00;;;;;;;;
Albania;AL031;PM2.5;Ischemic heart disease;99538,00;740,10;11,20;302,00;;;;;;;;
Albania;AL021;PM2.5;Ischemic heart disease;207743,00;1690,50;11,00;641,00;;;;;;;;
Albania;AL032;PM2.5;Ischemic heart disease;217475,00;1121,00;13,80;735,00;;;;;;;;
Finland;FI20;PM2.5;Chronic obstructive pulmonary disease;18510,00;766,20;3,00;0,00;;;;;;;;
Finland;FI1D;PM2.5;Chronic obstructive pulmonary disease;999387,00;43272,70;2,90;0,00;;;;;;;;
Albania;AL034;PM2.5;Ischemic heart disease;154787,00;766,40;9,80;470,00;;;;;;;;
Finland;FI194;PM2.5;Chronic obstructive pulmonary disease;150607,00;5553,60;2,90;0,00;;;;;;;;
Albania;AL033;PM2.5;Ischemic heart disease;50312,00;672,90;9,60;123,00;;;;;;;;
Albania;AL035;PM2.5;Ischemic heart disease;117449,00;741,10;10,70;327,00;;;;;;;;
Albania;AL;PM2.5;Lung cancer;1950993,00;11299,00;11,30;28,00;;;;;;;;
Albania;AL0;PM2.5;Lung cancer;1950993,00;11299,00;11,30;28,00;;;;;;;;
Albania;AL02;PM2.5;Lung cancer;734355,00;2684,50;12,10;12,00;;;;;;;;
Albania;AL01;PM2.5;Lung cancer;577075,00;4573,00;10,90;7,00;;;;;;;;
Albania;AL03;PM2.5;Lung cancer;639563,00;4041,50;11,30;8,00;;;;;;;;
Albania;AL022;PM2.5;Lung cancer;526612,00;994,00;13,80;9,00;;;;;;;;
Albania;AL021;PM2.5;Lung cancer;207743,00;1690,50;11,00;2,00;;;;;;;;
Albania;AL014;PM2.5;Lung cancer;92026,00;844,20;11,40;1,00;;;;;;;;
Albania;AL032;PM2.5;Lung cancer;217475,00;1121,00;13,80;3,00;;;;;;;;
Albania;AL011;PM2.5;Lung cancer;95941,00;1014,30;10,00;1,00;;;;;;;;
Albania;AL015;PM2.5;Lung cancer;150994,00;1354,00;10,30;1,00;;;;;;;;
Albania;AL012;PM2.5;Lung cancer;178414,00;566,30;14,30;2,00;;;;;;;;
Albania;AL034;PM2.5;Lung cancer;154787,00;766,40;9,80;2,00;;;;;;;;
Albania;AL013;PM2.5;Lung cancer;59697,00;794,20;10,10;0,00;;;;;;;;
Albania;AL031;PM2.5;Lung cancer;99538,00;740,10;11,20;1,00;;;;;;;;
Albania;AL033;PM2.5;Lung cancer;50312,00;672,90;9,60;0,00;;;;;;;;
Albania;AL035;PM2.5;Lung cancer;117449,00;741,10;10,70;1,00;;;;;;;;
Finland;FI196;PM2.5;Chronic obstructive pulmonary disease;172798,00;4312,70;3,40;0,00;;;;;;;;
Albania;AL;PM2.5;Lung cancer;1950993,00;11299,00;11,30;5004,00;;;;;;;;
Albania;AL0;PM2.5;Lung cancer;1950993,00;11299,00;11,30;5004,00;;;;;;;;
Finland;FI193;PM2.5;Chronic obstructive pulmonary disease;212572,00;8049,80;3,20;0,00;;;;;;;;
Albania;AL02;PM2.5;Lung cancer;734355,00;2684,50;12,10;2221,00;;;;;;;;
Finland;FI1C2;PM2.5;Chronic obstructive pulmonary disease;135544,00;3437,60;3,50;0,00;;;;;;;;
Albania;AL03;PM2.5;Lung cancer;639563,00;4041,50;11,30;1499,00;;;;;;;;
Albania;AL01;PM2.5;Lung cancer;577075,00;4573,00;10,90;1283,00;;;;;;;;
Finland;FI197;PM2.5;Chronic obstructive pulmonary disease;381100,00;7599,70;3,30;0,00;;;;;;;;
Finland;FI1C3;PM2.5;Chronic obstructive pulmonary disease;156209,00;3444,40;3,60;0,00;;;;;;;;
Finland;FI1D1;PM2.5;Chronic obstructive pulmonary disease;119804,00;8001,00;3,20;0,00;;;;;;;;
Albania;AL011;PM2.5;Lung cancer;95941,00;1014,30;10,00;177,00;;;;;;;;
Albania;AL012;PM2.5;Lung cancer;178414,00;566,30;14,30;496,00;;;;;;;;
Finland;FI195;PM2.5;Chronic obstructive pulmonary disease;132478,00;3051,50;2,70;0,00;;;;;;;;
Albania;AL021;PM2.5;Lung cancer;207743,00;1690,50;11,00;491,00;;;;;;;;
Finland;FI1C5;PM2.5;Chronic obstructive pulmonary disease;102475,00;3029,80;3,50;0,00;;;;;;;;
Finland;FI1C4;PM2.5;Chronic obstructive pulmonary disease;135868,00;2882,40;4,10;0,00;;;;;;;;
Finland;FI1D5;PM2.5;Chronic obstructive pulmonary disease;52670,00;1294,00;3,00;0,00;;;;;;;;
Albania;AL035;PM2.5;Lung cancer;117449,00;741,10;10,70;250,00;;;;;;;;
Albania;AL015;PM2.5;Lung cancer;150994,00;1354,00;10,30;307,00;;;;;;;;
Finland;FI1D2;PM2.5;Chronic obstructive pulmonary disease;192076,00;9130,40;3,10;0,00;;;;;;;;
Finland;FI1D8;PM2.5;Chronic obstructive pulmonary disease;60467,00;3722,20;2,60;0,00;;;;;;;;
Albania;AL013;PM2.5;Lung cancer;59697,00;794,20;10,10;106,00;;;;;;;;
Albania;AL022;PM2.5;Lung cancer;526612,00;994,00;13,80;1730,00;;;;;;;;
Albania;AL014;PM2.5;Lung cancer;92026,00;844,20;11,40;195,00;;;;;;;;
Finland;FI1D9;PM2.5;Chronic obstructive pulmonary disease;307163,00;8118,20;2,90;0,00;;;;;;;;
Albania;AL033;PM2.5;Lung cancer;50312,00;672,90;9,60;94,00;;;;;;;;
Albania;AL031;PM2.5;Lung cancer;99538,00;740,10;11,20;231,00;;;;;;;;
Finland;FI1D3;PM2.5;Chronic obstructive pulmonary disease;128259,00;6910,80;3,10;0,00;;;;;;;;
Finland;FI1D7;PM2.5;Chronic obstructive pulmonary disease;138945,00;6096,10;2,30;0,00;;;;;;;;
Albania;AL032;PM2.5;Lung cancer;217475,00;1121,00;13,80;563,00;;;;;;;;
Albania;AL034;PM2.5;Lung cancer;154787,00;766,40;9,80;360,00;;;;;;;;
Finland;FI200;PM2.5;Chronic obstructive pulmonary disease;18510,00;766,20;3,00;0,00;;;;;;;;
Finland;FI2;PM2.5;Diabetes Mellitus;18510,00;766,20;3,00;0,00;;;;;;;;
Albania;AL;PM2.5;Stroke;1950993,00;11299,00;11,30;793,00;;;;;;;;
Albania;AL;NO2;Stroke;1950993,00;11299,00;5,50;115,00;;;;;;;;
Albania;AL0;NO2;Stroke;1950993,00;11299,00;5,50;115,00;;;;;;;;
Albania;AL0;PM2.5;Stroke;1950993,00;11299,00;11,30;793,00;;;;;;;;
Albania;AL03;PM2.5;Stroke;639563,00;4041,50;11,30;237,00;;;;;;;;
Albania;AL02;NO2;Stroke;734355,00;2684,50;6,00;73,00;;;;;;;;
Albania;AL03;NO2;Stroke;639563,00;4041,50;6,00;25,00;;;;;;;;
Albania;AL01;PM2.5;Stroke;577075,00;4573,00;10,90;203,00;;;;;;;;
Albania;AL02;PM2.5;Stroke;734355,00;2684,50;12,10;352,00;;;;;;;;
Albania;AL01;NO2;Stroke;577075,00;4573,00;4,70;15,00;;;;;;;;
Albania;AL011;NO2;Stroke;95941,00;1014,30;4,30;1,00;;;;;;;;
Albania;AL013;NO2;Stroke;59697,00;794,20;4,20;1,00;;;;;;;;
Albania;AL015;NO2;Stroke;150994,00;1354,00;4,30;5,00;;;;;;;;
Albania;AL015;PM2.5;Stroke;150994,00;1354,00;10,30;48,00;;;;;;;;
Albania;AL022;NO2;Stroke;526612,00;994,00;7,50;66,00;;;;;;;;
Albania;AL022;PM2.5;Stroke;526612,00;994,00;13,80;274,00;;;;;;;;
Albania;AL031;PM2.5;Stroke;99538,00;740,10;11,20;36,00;;;;;;;;
Albania;AL021;NO2;Stroke;207743,00;1690,50;5,20;7,00;;;;;;;;
Albania;AL031;NO2;Stroke;99538,00;740,10;5,80;4,00;;;;;;;;
Albania;AL014;PM2.5;Stroke;92026,00;844,20;11,40;30,00;;;;;;;;
Albania;AL034;NO2;Stroke;154787,00;766,40;5,80;7,00;;;;;;;;
Albania;AL021;PM2.5;Stroke;207743,00;1690,50;11,00;77,00;;;;;;;;
Albania;AL014;NO2;Stroke;92026,00;844,20;5,00;1,00;;;;;;;;
Albania;AL011;PM2.5;Stroke;95941,00;1014,30;10,00;28,00;;;;;;;;
Albania;AL033;PM2.5;Stroke;50312,00;672,90;9,60;14,00;;;;;;;;
Albania;AL032;PM2.5;Stroke;217475,00;1121,00;13,80;89,00;;;;;;;;
Albania;AL012;NO2;Stroke;178414,00;566,30;7,00;4,00;;;;;;;;
Albania;AL012;PM2.5;Stroke;178414,00;566,30;14,30;78,00;;;;;;;;
Albania;AL013;PM2.5;Stroke;59697,00;794,20;10,10;16,00;;;;;;;;
Albania;AL032;NO2;Stroke;217475,00;1121,00;7,60;7,00;;;;;;;;
Albania;AL035;PM2.5;Stroke;117449,00;741,10;10,70;39,00;;;;;;;;
Albania;AL033;NO2;Stroke;50312,00;672,90;4,50;1,00;;;;;;;;
Albania;AL034;PM2.5;Stroke;154787,00;766,40;9,80;57,00;;;;;;;;
Albania;AL035;NO2;Stroke;117449,00;741,10;5,30;5,00;;;;;;;;
Albania;AL;PM2.5;Stroke;1950993,00;11299,00;11,30;6973,00;;;;;;;;
Albania;AL;NO2;Stroke;1950993,00;11299,00;5,50;710,00;;;;;;;;
Albania;AL;NO2;Stroke;1950993,00;11299,00;5,50;84,00;;;;;;;;
Finland;FI20;PM2.5;Diabetes Mellitus;18510,00;766,20;3,00;0,00;;;;;;;;
Albania;AL0;NO2;Stroke;1950993,00;11299,00;5,50;710,00;;;;;;;;
Finland;FI19;PM2.5;Diabetes Mellitus;1049558,00;28567,20;3,10;0,00;;;;;;;;
Albania;AL0;PM2.5;Stroke;1950993,00;11299,00;11,30;6973,00;;;;;;;;
Albania;AL0;NO2;Stroke;1950993,00;11299,00;5,50;84,00;;;;;;;;
Finland;FI1D;PM2.5;Diabetes Mellitus;999387,00;43272,70;2,90;0,00;;;;;;;;
Albania;AL03;PM2.5;Stroke;639563,00;4041,50;11,30;2095,00;;;;;;;;
Finland;FI194;PM2.5;Diabetes Mellitus;150607,00;5553,60;2,90;0,00;;;;;;;;
Albania;AL02;PM2.5;Stroke;734355,00;2684,50;12,10;3082,00;;;;;;;;
Albania;AL02;NO2;Stroke;734355,00;2684,50;6,00;53,00;;;;;;;;
Finland;FI193;PM2.5;Diabetes Mellitus;212572,00;8049,80;3,20;0,00;;;;;;;;
Albania;AL03;NO2;Stroke;639563,00;4041,50;6,00;18,00;;;;;;;;
Albania;AL01;NO2;Stroke;577075,00;4573,00;4,70;96,00;;;;;;;;
Albania;AL01;NO2;Stroke;577075,00;4573,00;4,70;11,00;;;;;;;;
Albania;AL02;NO2;Stroke;734355,00;2684,50;6,00;454,00;;;;;;;;
Albania;AL01;PM2.5;Stroke;577075,00;4573,00;10,90;1794,00;;;;;;;;
Albania;AL03;NO2;Stroke;639563,00;4041,50;6,00;159,00;;;;;;;;
Albania;AL011;NO2;Stroke;95941,00;1014,30;4,30;1,00;;;;;;;;
Albania;AL012;PM2.5;Stroke;178414,00;566,30;14,30;690,00;;;;;;;;
Finland;FI195;PM2.5;Diabetes Mellitus;132478,00;3051,50;2,70;0,00;;;;;;;;
Finland;FI197;PM2.5;Diabetes Mellitus;381100,00;7599,70;3,30;0,00;;;;;;;;
Albania;AL021;PM2.5;Stroke;207743,00;1690,50;11,00;685,00;;;;;;;;
Albania;AL032;NO2;Stroke;217475,00;1121,00;7,60;5,00;;;;;;;;
Albania;AL011;PM2.5;Stroke;95941,00;1014,30;10,00;249,00;;;;;;;;
Albania;AL022;NO2;Stroke;526612,00;994,00;7,50;407,00;;;;;;;;
Finland;FI1C3;PM2.5;Diabetes Mellitus;156209,00;3444,40;3,60;0,00;;;;;;;;
Albania;AL014;PM2.5;Stroke;92026,00;844,20;11,40;273,00;;;;;;;;
Albania;AL022;NO2;Stroke;526612,00;994,00;7,50;48,00;;;;;;;;
Albania;AL022;PM2.5;Stroke;526612,00;994,00;13,80;2397,00;;;;;;;;
Albania;AL031;NO2;Stroke;99538,00;740,10;5,80;25,00;;;;;;;;
Finland;FI1C4;PM2.5;Diabetes Mellitus;135868,00;2882,40;4,10;0,00;;;;;;;;
Albania;AL013;NO2;Stroke;59697,00;794,20;4,20;12,00;;;;;;;;
Albania;AL015;PM2.5;Stroke;150994,00;1354,00;10,30;431,00;;;;;;;;
Finland;FI1C2;PM2.5;Diabetes Mellitus;135544,00;3437,60;3,50;0,00;;;;;;;;
Finland;FI196;PM2.5;Diabetes Mellitus;172798,00;4312,70;3,40;0,00;;;;;;;;
Albania;AL031;NO2;Stroke;99538,00;740,10;5,80;2,00;;;;;;;;
Albania;AL014;NO2;Stroke;92026,00;844,20;5,00;9,00;;;;;;;;
Albania;AL033;NO2;Stroke;50312,00;672,90;4,50;1,00;;;;;;;;
Albania;AL015;NO2;Stroke;150994,00;1354,00;4,30;36,00;;;;;;;;
Albania;AL034;NO2;Stroke;154787,00;766,40;5,80;44,00;;;;;;;;
Albania;AL011;NO2;Stroke;95941,00;1014,30;4,30;10,00;;;;;;;;
Albania;AL013;PM2.5;Stroke;59697,00;794,20;10,10;149,00;;;;;;;;
Albania;AL035;PM2.5;Stroke;117449,00;741,10;10,70;350,00;;;;;;;;
Albania;AL012;NO2;Stroke;178414,00;566,30;7,00;28,00;;;;;;;;
Albania;AL031;PM2.5;Stroke;99538,00;740,10;11,20;323,00;;;;;;;;
Albania;AL021;NO2;Stroke;207743,00;1690,50;5,20;47,00;;;;;;;;
Albania;AL032;NO2;Stroke;217475,00;1121,00;7,60;48,00;;;;;;;;
Albania;AL032;PM2.5;Stroke;217475,00;1121,00;13,80;785,00;;;;;;;;
Finland;FI1D2;PM2.5;Diabetes Mellitus;192076,00;9130,40;3,10;0,00;;;;;;;;
Albania;AL021;NO2;Stroke;207743,00;1690,50;5,20;5,00;;;;;;;;
Albania;AL033;NO2;Stroke;50312,00;672,90;4,50;10,00;;;;;;;;
Albania;AL012;NO2;Stroke;178414,00;566,30;7,00;3,00;;;;;;;;
Albania;AL034;PM2.5;Stroke;154787,00;766,40;9,80;503,00;;;;;;;;
Albania;AL013;NO2;Stroke;59697,00;794,20;4,20;1,00;;;;;;;;
Finland;FI1D3;PM2.5;Diabetes Mellitus;128259,00;6910,80;3,10;0,00;;;;;;;;
Albania;AL014;NO2;Stroke;92026,00;844,20;5,00;1,00;;;;;;;;
Finland;FI1C5;PM2.5;Diabetes Mellitus;102475,00;3029,80;3,50;0,00;;;;;;;;
Albania;AL015;NO2;Stroke;150994,00;1354,00;4,30;4,00;;;;;;;;
Finland;FI1D8;PM2.5;Diabetes Mellitus;60467,00;3722,20;2,60;0,00;;;;;;;;
Albania;AL033;PM2.5;Stroke;50312,00;672,90;9,60;132,00;;;;;;;;
Albania;AL035;NO2;Stroke;117449,00;741,10;5,30;31,00;;;;;;;;
Finland;FI1D9;PM2.5;Diabetes Mellitus;307163,00;8118,20;2,90;0,00;;;;;;;;
Finland;FI200;PM2.5;Diabetes Mellitus;18510,00;766,20;3,00;0,00;;;;;;;;
Albania;AL034;NO2;Stroke;154787,00;766,40;5,80;5,00;;;;;;;;
Albania;AL035;NO2;Stroke;117449,00;741,10;5,30;3,00;;;;;;;;
All Countries;Total;PM2.5;Asthma;71237431,00;1955255,80;8,80;37563,00;;;;;;;;
All Countries;Total;NO2;Asthma;468062649,00;2687567,70;7,30;65818,00;;;;;;;;
All Countries;Total;PM2.5;Asthma;71237431,00;1955255,80;8,80;2,00;;;;;;;;
All Countries;Total;PM2.5;Asthma;71237431,00;1955255,80;8,80;204,00;;;;;;;;
All Countries;Total;NO2;Asthma;468062649,00;2687567,70;7,30;788,00;;;;;;;;
All Countries;Total;NO2;Asthma;468062649,00;2687567,70;7,30;8898,00;;;;;;;;
All Countries;Total;PM2.5;Chronic obstructive pulmonary disease;352267558,00;1955255,80;8,80;119510,00;;;;;;;;
Finland;FI1D5;PM2.5;Diabetes Mellitus;52670,00;1294,00;3,00;0,00;;;;;;;;
All Countries;Total;O3;Chronic obstructive pulmonary disease;404991534,00;2687567,70;95,10;8417,00;;;;;;;;
All Countries;Total;O3;Chronic obstructive pulmonary disease;404991534,00;2687567,70;95,10;83860,00;;;;;;;;
All Countries;Total;PM2.5;Chronic obstructive pulmonary disease;352267558,00;1955255,80;8,80;182147,00;;;;;;;;
All Countries;Total;NO2;Diabetes Mellitus;404991534,00;2687567,70;7,30;132058,00;;;;;;;;
All Countries;Total;PM2.5;Diabetes Mellitus;352267558,00;1955255,80;8,80;121706,00;;;;;;;;
All Countries;Total;PM2.5;Diabetes Mellitus;352267558,00;1955255,80;8,80;400158,00;;;;;;;;
All Countries;Total;NO2;Diabetes Mellitus;404991534,00;2687567,70;7,30;17936,00;;;;;;;;
Finland;FI1D1;PM2.5;Diabetes Mellitus;119804,00;8001,00;3,20;0,00;;;;;;;;
All Countries;Total;PM2.5;Ischemic heart disease;352267558,00;1955255,80;8,80;23546,00;;;;;;;;
Finland;FI1D7;PM2.5;Diabetes Mellitus;138945,00;6096,10;2,30;0,00;;;;;;;;
All Countries;Total;PM2.5;Ischemic heart disease;352267558,00;1955255,80;8,80;740933,00;;;;;;;;
All Countries;Total;PM2.5;Lung cancer;352267558,00;1955255,80;8,80;4182,00;;;;;;;;
All Countries;Total;PM2.5;Lung cancer;352267558,00;1955255,80;8,80;427143,00;;;;;;;;
Finland;FI2;PM2.5;Ischemic heart disease;18510,00;766,20;3,00;0,00;;;;;;;;
All Countries;Total;NO2;Stroke;404991534,00;2687567,70;7,30;45391,00;;;;;;;;
All Countries;Total;PM2.5;Stroke;352267558,00;1955255,80;8,80;116495,00;;;;;;;;
Finland;FI19;PM2.5;Ischemic heart disease;1049558,00;28567,20;3,10;0,00;;;;;;;;
All Countries;Total;PM2.5;Stroke;352267558,00;1955255,80;8,80;530233,00;;;;;;;;
All Countries;Total;NO2;Stroke;404991534,00;2687567,70;7,30;16175,00;;;;;;;;
All Countries;Total;NO2;Stroke;404991534,00;2687567,70;7,30;147247,00;;;;;;;;
Andorra;AD;PM2.5;Asthma;13895,00;56,80;6,60;3,00;;;;;;;;
Andorra;AD;NO2;Asthma;65634,00;56,80;9,60;8,00;;;;;;;;
Andorra;AD;NO2;Asthma;65634,00;56,80;9,60;8,00;;;;;;;;
Andorra;AD;PM2.5;Asthma;13895,00;56,80;6,60;3,00;;;;;;;;
Andorra;AD;PM2.5;Asthma;13895,00;56,80;6,60;3,00;;;;;;;;
Andorra;AD;NO2;Asthma;65634,00;56,80;9,60;8,00;;;;;;;;
Andorra;AD;PM2.5;Asthma;13895,00;56,80;6,60;3,00;;;;;;;;
Andorra;AD;NO2;Asthma;65634,00;56,80;9,60;8,00;;;;;;;;
Andorra;AD;NO2;Asthma;65634,00;56,80;9,60;0,00;;;;;;;;
Andorra;AD;PM2.5;Asthma;13895,00;56,80;6,60;0,00;;;;;;;;
Andorra;AD;NO2;Asthma;65634,00;56,80;9,60;0,00;;;;;;;;
Andorra;AD;PM2.5;Asthma;13895,00;56,80;6,60;0,00;;;;;;;;
Andorra;AD;NO2;Asthma;65634,00;56,80;9,60;0,00;;;;;;;;
Andorra;AD;PM2.5;Asthma;13895,00;56,80;6,60;0,00;;;;;;;;
Andorra;AD;PM2.5;Asthma;13895,00;56,80;6,60;0,00;;;;;;;;
Andorra;AD;NO2;Asthma;65634,00;56,80;9,60;0,00;;;;;;;;
Andorra;AD;NO2;Asthma;65634,00;56,80;9,60;0,00;;;;;;;;
Andorra;AD;NO2;Asthma;65634,00;56,80;9,60;0,00;;;;;;;;
Andorra;AD;PM2.5;Asthma;13895,00;56,80;6,60;0,00;;;;;;;;
Andorra;AD;PM2.5;Asthma;13895,00;56,80;6,60;0,00;;;;;;;;
Andorra;AD;PM2.5;Asthma;13895,00;56,80;6,60;0,00;;;;;;;;
Andorra;AD;PM2.5;Asthma;13895,00;56,80;6,60;0,00;;;;;;;;
Andorra;AD;NO2;Asthma;65634,00;56,80;9,60;0,00;;;;;;;;
Andorra;AD;NO2;Asthma;65634,00;56,80;9,60;0,00;;;;;;;;
Andorra;AD;PM2.5;Chronic obstructive pulmonary disease;56150,00;56,80;6,60;14,00;;;;;;;;
Andorra;AD;PM2.5;Chronic obstructive pulmonary disease;56150,00;56,80;6,60;14,00;;;;;;;;
Andorra;AD;PM2.5;Chronic obstructive pulmonary disease;56150,00;56,80;6,60;14,00;;;;;;;;
Andorra;AD;PM2.5;Chronic obstructive pulmonary disease;56150,00;56,80;6,60;14,00;;;;;;;;
Andorra;AD;O3;Chronic obstructive pulmonary disease;56150,00;56,80;88,40;4,00;;;;;;;;
Andorra;AD;PM2.5;Chronic obstructive pulmonary disease;56150,00;56,80;6,60;8,00;;;;;;;;
Finland;FI1D;PM2.5;Ischemic heart disease;999387,00;43272,70;2,90;0,00;;;;;;;;
Andorra;AD;O3;Chronic obstructive pulmonary disease;56150,00;56,80;88,40;0,00;;;;;;;;
Andorra;AD;O3;Chronic obstructive pulmonary disease;56150,00;56,80;88,40;4,00;;;;;;;;
Finland;FI20;PM2.5;Ischemic heart disease;18510,00;766,20;3,00;0,00;;;;;;;;
Andorra;AD;O3;Chronic obstructive pulmonary disease;56150,00;56,80;88,40;0,00;;;;;;;;
Andorra;AD;PM2.5;Chronic obstructive pulmonary disease;56150,00;56,80;6,60;8,00;;;;;;;;
Andorra;AD;O3;Chronic obstructive pulmonary disease;56150,00;56,80;88,40;0,00;;;;;;;;
Andorra;AD;PM2.5;Chronic obstructive pulmonary disease;56150,00;56,80;6,60;8,00;;;;;;;;
Andorra;AD;O3;Chronic obstructive pulmonary disease;56150,00;56,80;88,40;4,00;;;;;;;;
Finland;FI196;PM2.5;Ischemic heart disease;172798,00;4312,70;3,40;0,00;;;;;;;;
Andorra;AD;O3;Chronic obstructive pulmonary disease;56150,00;56,80;88,40;4,00;;;;;;;;
Finland;FI195;PM2.5;Ischemic heart disease;132478,00;3051,50;2,70;0,00;;;;;;;;
Andorra;AD;PM2.5;Chronic obstructive pulmonary disease;56150,00;56,80;6,60;8,00;;;;;;;;
Andorra;AD;O3;Chronic obstructive pulmonary disease;56150,00;56,80;88,40;0,00;;;;;;;;
Andorra;AD;PM2.5;Diabetes Mellitus;56150,00;56,80;6,60;8,00;;;;;;;;
Andorra;AD;NO2;Diabetes Mellitus;56150,00;56,80;9,60;12,00;;;;;;;;
Andorra;AD;PM2.5;Diabetes Mellitus;56150,00;56,80;6,60;8,00;;;;;;;;
Andorra;AD;NO2;Diabetes Mellitus;56150,00;56,80;9,60;12,00;;;;;;;;
Andorra;AD;NO2;Diabetes Mellitus;56150,00;56,80;9,60;12,00;;;;;;;;
Andorra;AD;PM2.5;Diabetes Mellitus;56150,00;56,80;6,60;8,00;;;;;;;;
Andorra;AD;NO2;Diabetes Mellitus;56150,00;56,80;9,60;12,00;;;;;;;;
Andorra;AD;PM2.5;Diabetes Mellitus;56150,00;56,80;6,60;8,00;;;;;;;;
Andorra;AD;PM2.5;Diabetes Mellitus;56150,00;56,80;6,60;21,00;;;;;;;;
